Item: 	 File name: 		 First Block:		 Fill size (Bytes)
000	 readMeDisk.txt 	 0001 	 		 1524
001	 NULL 			 0000 			 0000
002	 NULL 			 0000 			 0000
003	 NULL 			 0000 			 0000
004	 NULL 			 0000 			 0000
005	 NULL 			 0000 			 0000
006	 NULL 			 0000 			 0000
007	 NULL 			 0000 			 0000
008	 NULL 			 0000 			 0000
009	 NULL 			 0000 			 0000
010	 NULL 			 0000 			 0000
011	 NULL 			 0000 			 0000
012	 NULL 			 0000 			 0000
013	 NULL 			 0000 			 0000
014	 NULL 			 0000 			 0000
015	 NULL 			 0000 			 0000
016	 NULL 			 0000 			 0000
017	 NULL 			 0000 			 0000
018	 NULL 			 0000 			 0000
019	 NULL 			 0000 			 0000
020	 NULL 			 0000 			 0000
021	 NULL 			 0000 			 0000
022	 NULL 			 0000 			 0000
023	 NULL 			 0000 			 0000
024	 NULL 			 0000 			 0000
025	 NULL 			 0000 			 0000
026	 NULL 			 0000 			 0000
027	 NULL 			 0000 			 0000
028	 NULL 			 0000 			 0000
029	 NULL 			 0000 			 0000
030	 NULL 			 0000 			 0000
031	 NULL 			 0000 			 0000
032	 NULL 			 0000 			 0000
033	 NULL 			 0000 			 0000
034	 NULL 			 0000 			 0000
035	 NULL 			 0000 			 0000
036	 NULL 			 0000 			 0000
037	 NULL 			 0000 			 0000
038	 NULL 			 0000 			 0000
039	 NULL 			 0000 			 0000
040	 NULL 			 0000 			 0000
041	 NULL 			 0000 			 0000
042	 NULL 			 0000 			 0000
043	 NULL 			 0000 			 0000
044	 NULL 			 0000 			 0000
045	 NULL 			 0000 			 0000
046	 NULL 			 0000 			 0000
047	 NULL 			 0000 			 0000
048	 NULL 			 0000 			 0000
049	 NULL 			 0000 			 0000
050	 NULL 			 0000 			 0000
051	 NULL 			 0000 			 0000
052	 NULL 			 0000 			 0000
053	 NULL 			 0000 			 0000
054	 NULL 			 0000 			 0000
055	 NULL 			 0000 			 0000
056	 NULL 			 0000 			 0000
057	 NULL 			 0000 			 0000
058	 NULL 			 0000 			 0000
059	 NULL 			 0000 			 0000
060	 NULL 			 0000 			 0000
061	 NULL 			 0000 			 0000
062	 NULL 			 0000 			 0000
063	 NULL 			 0000 			 0000
064	 NULL 			 0000 			 0000
065	 NULL 			 0000 			 0000
066	 NULL 			 0000 			 0000
067	 NULL 			 0000 			 0000
068	 NULL 			 0000 			 0000
069	 NULL 			 0000 			 0000
070	 NULL 			 0000 			 0000
071	 NULL 			 0000 			 0000
072	 NULL 			 0000 			 0000
073	 NULL 			 0000 			 0000
074	 NULL 			 0000 			 0000
075	 NULL 			 0000 			 0000
076	 NULL 			 0000 			 0000
077	 NULL 			 0000 			 0000
078	 NULL 			 0000 			 0000
079	 NULL 			 0000 			 0000
080	 NULL 			 0000 			 0000
081	 NULL 			 0000 			 0000
082	 NULL 			 0000 			 0000
083	 NULL 			 0000 			 0000
084	 NULL 			 0000 			 0000
085	 NULL 			 0000 			 0000
086	 NULL 			 0000 			 0000
087	 NULL 			 0000 			 0000
088	 NULL 			 0000 			 0000
089	 NULL 			 0000 			 0000
090	 NULL 			 0000 			 0000
091	 NULL 			 0000 			 0000
092	 NULL 			 0000 			 0000
093	 NULL 			 0000 			 0000
094	 NULL 			 0000 			 0000
095	 NULL 			 0000 			 0000
096	 NULL 			 0000 			 0000
097	 NULL 			 0000 			 0000
098	 NULL 			 0000 			 0000
099	 NULL 			 0000 			 0000
100	 NULL 			 0000 			 0000
101	 NULL 			 0000 			 0000
102	 NULL 			 0000 			 0000
103	 NULL 			 0000 			 0000
104	 NULL 			 0000 			 0000
105	 NULL 			 0000 			 0000
106	 NULL 			 0000 			 0000
107	 NULL 			 0000 			 0000
108	 NULL 			 0000 			 0000
109	 NULL 			 0000 			 0000
110	 NULL 			 0000 			 0000
111	 NULL 			 0000 			 0000
112	 NULL 			 0000 			 0000
113	 NULL 			 0000 			 0000
114	 NULL 			 0000 			 0000
115	 NULL 			 0000 			 0000
116	 NULL 			 0000 			 0000
117	 NULL 			 0000 			 0000
118	 NULL 			 0000 			 0000
119	 NULL 			 0000 			 0000
120	 NULL 			 0000 			 0000
121	 NULL 			 0000 			 0000
122	 NULL 			 0000 			 0000
123	 NULL 			 0000 			 0000
124	 NULL 			 0000 			 0000
125	 NULL 			 0000 			 0000
126	 NULL 			 0000 			 0000
127	 NULL 			 0000 			 0000
